TransactionID,AccountID,Date,TransactionType,Amount,Channel
TX001076,ACC00148,2025-02-28 10:19:54.556406,Debit,4263.67,POS
TX001077,ACC00114,2025-02-03 10:19:54.556409,Debit,2746.52,Branch
TX001078,ACC00078,2024-09-12 10:19:54.556411,Debit,994.6,POS
TX001079,ACC00130,2025-06-22 10:19:54.556413,Debit,1593.1,ATM
TX001080,ACC00037,2025-04-26 10:19:54.556414,Credit,1416.83,Online
TX001081,ACC00020,2025-05-04 10:19:54.556416,Debit,2658.99,POS
TX001082,ACC00026,2025-02-18 10:19:54.556417,Credit,267.91,Branch
TX001083,ACC00029,2024-09-18 10:19:54.556419,Debit,801.1,ATM
TX001084,ACC00001,2024-11-24 10:19:54.556420,Credit,4065.34,Online
TX001085,ACC00119,2025-05-13 10:19:54.556422,Debit,671.69,POS
TX001086,ACC00035,2024-09-01 10:19:54.556423,Credit,1174.65,Online
TX001087,ACC00059,2025-01-22 10:19:54.556425,Debit,2272.32,Online
TX001088,ACC00069,2025-07-03 10:19:54.556427,Credit,2590.43,Branch
TX001089,ACC00012,2025-05-19 10:19:54.556429,Credit,3820.42,POS
TX001090,ACC00020,2025-04-20 10:19:54.556431,Credit,2242.19,Branch
TX001091,ACC00043,2025-07-15 10:19:54.556432,Debit,3951.42,ATM
TX001092,ACC00126,2024-08-26 10:19:54.556434,Credit,3095.55,Online
TX001093,ACC00050,2025-05-19 10:19:54.556436,Credit,574.37,Branch
TX001094,ACC00029,2024-11-02 10:19:54.556437,Credit,790.09,Branch
TX001095,ACC00039,2025-05-16 10:19:54.556439,Credit,2190.8,ATM
TX001096,ACC00038,2024-10-31 10:19:54.556440,Debit,1990.48,POS
TX001097,ACC00084,2024-07-30 10:19:54.556442,Credit,3720.29,Branch
TX001098,ACC00128,2025-06-10 10:19:54.556444,Credit,2907.88,Online
TX001099,ACC00126,2025-04-30 10:19:54.556445,Credit,1946.78,Online
TX001100,ACC00045,2025-03-06 10:19:54.556447,Debit,862.09,Online
TX001101,ACC00052,2024-10-21 10:19:54.556449,Credit,1141.92,Online
TX001102,ACC00080,2024-08-28 10:19:54.556450,Credit,2881.75,Branch
TX001103,ACC00124,2024-07-18 10:19:54.556452,Credit,2122.96,Online
TX001104,ACC00119,2025-04-29 10:19:54.556454,Credit,2579.49,Branch
TX001105,ACC00008,2024-12-02 10:19:54.556455,Debit,861.68,POS
TX001106,ACC00085,2024-08-17 10:19:54.556457,Credit,3317.9,Online
TX001107,ACC00129,2024-12-12 10:19:54.556458,Credit,4264.17,POS
TX001108,ACC00008,2025-06-14 10:19:54.556460,Debit,1297.12,Branch
TX001109,ACC00096,2024-12-27 10:19:54.556462,Debit,2462.66,ATM
TX001110,ACC00102,2025-04-13 10:19:54.556463,Debit,4877.88,POS
TX001111,ACC00005,2024-12-28 10:19:54.556465,Credit,1672.88,Online
TX001112,ACC00086,2025-01-25 10:19:54.556466,Debit,2979.28,ATM
TX001113,ACC00034,2024-11-07 10:19:54.556468,Credit,460.08,POS
TX001114,ACC00055,2025-06-05 10:19:54.556469,Debit,3034.01,Branch
TX001115,ACC00119,2024-08-03 10:19:54.556471,Credit,457.26,Branch
TX001116,ACC00114,2025-01-21 10:19:54.556472,Debit,4796.58,Branch
TX001117,ACC00145,2024-09-14 10:19:54.556474,Credit,3581.16,POS
TX001118,ACC00026,2025-06-25 10:19:54.556476,Debit,3942.92,Branch
TX001119,ACC00136,2025-04-26 10:19:54.556477,Credit,3523.48,POS
TX001120,ACC00047,2024-11-09 10:19:54.556479,Credit,2952.75,Online
TX001121,ACC00113,2024-07-24 10:19:54.556481,Credit,2255.06,Online
TX001122,ACC00076,2024-08-04 10:19:54.556482,Credit,4293.28,POS
TX001123,ACC00072,2025-05-18 10:19:54.556484,Credit,4784.61,POS
TX001124,ACC00089,2024-08-16 10:19:54.556486,Credit,2500.19,ATM
TX001125,ACC00046,2024-09-01 10:19:54.556487,Credit,4658.36,Branch
TX001126,ACC00033,2024-12-30 10:19:54.556489,Credit,2920.83,Online
TX001127,ACC00001,2024-09-05 10:19:54.556490,Debit,2696.54,Online
TX001128,ACC00147,2025-04-04 10:19:54.556492,Credit,2277.87,ATM
TX001129,ACC00031,2025-05-29 10:19:54.556494,Credit,1054.35,POS
TX001130,ACC00142,2024-07-27 10:19:54.556495,Debit,28.56,POS
TX001131,ACC00053,2024-10-15 10:19:54.556497,Credit,1215.12,ATM
TX001132,ACC00048,2025-06-25 10:19:54.556498,Debit,2553.52,Branch
TX001133,ACC00069,2025-04-30 10:19:54.556500,Credit,1906.0,POS
TX001134,ACC00105,2024-10-18 10:19:54.556502,Debit,2247.94,POS
TX001135,ACC00090,2024-08-19 10:19:54.556503,Debit,4903.43,Branch
TX001136,ACC00063,2024-11-04 10:19:54.556505,Credit,1757.86,Branch
TX001137,ACC00073,2025-01-19 10:19:54.556507,Debit,2266.39,ATM
TX001138,ACC00089,2025-06-21 10:19:54.556508,Credit,676.24,ATM
TX001139,ACC00013,2024-10-28 10:19:54.556510,Credit,249.31,ATM
TX001140,ACC00073,2025-06-01 10:19:54.556512,Credit,3879.29,POS
TX001141,ACC00077,2024-11-28 10:19:54.556513,Credit,2857.71,ATM
TX001142,ACC00068,2025-04-09 10:19:54.556515,Debit,3805.92,POS
TX001143,ACC00098,2024-08-24 10:19:54.556516,Credit,757.82,Online
TX001144,ACC00125,2025-04-27 10:19:54.556518,Debit,2863.43,Branch
TX001145,ACC00102,2025-06-10 10:19:54.556520,Debit,1275.68,Branch
TX001146,ACC00132,2024-10-19 10:19:54.556521,Credit,1148.03,Online
TX001147,ACC00102,2024-08-19 10:19:54.556523,Credit,67.51,ATM
TX001148,ACC00019,2025-01-14 10:19:54.556524,Credit,660.4,POS
TX001149,ACC00082,2024-11-25 10:19:54.556526,Credit,1553.25,POS
TX001150,ACC00141,2024-08-16 10:19:54.556527,Debit,593.23,POS
TX001151,ACC00023,2024-09-15 10:19:54.556529,Credit,4929.43,Branch
TX001152,ACC00083,2024-09-09 10:19:54.556531,Debit,1550.08,ATM
TX001153,ACC00109,2024-09-14 10:19:54.556533,Credit,660.32,POS
TX001154,ACC00075,2024-09-17 10:19:54.556534,Credit,1003.42,POS
TX001155,ACC00129,2025-07-13 10:19:54.556536,Credit,2942.64,POS
TX001156,ACC00088,2025-01-02 10:19:54.556537,Credit,329.58,Online
TX001157,ACC00054,2025-05-01 10:19:54.556539,Debit,4313.55,POS
TX001158,ACC00089,2025-05-31 10:19:54.556541,Debit,4807.88,Online
TX001159,ACC00143,2025-06-19 10:19:54.556542,Credit,1241.27,POS
TX001160,ACC00065,2024-09-21 10:19:54.556544,Debit,2255.98,POS
TX001161,ACC00076,2025-06-16 10:19:54.556545,Debit,120.45,POS
TX001162,ACC00143,2024-12-03 10:19:54.556547,Credit,3207.14,Online
TX001163,ACC00149,2025-05-09 10:19:54.556549,Credit,2075.49,POS
TX001164,ACC00147,2024-11-11 10:19:54.556550,Debit,1357.59,ATM
TX001165,ACC00060,2025-05-09 10:19:54.556552,Debit,1042.12,POS
TX001166,ACC00093,2024-10-29 10:19:54.556553,Debit,3273.58,Online
TX001167,ACC00049,2025-06-01 10:19:54.556555,Debit,2086.92,Online
TX001168,ACC00035,2024-11-04 10:19:54.556556,Credit,906.5,ATM
TX001169,ACC00102,2025-03-15 10:19:54.556558,Credit,3448.65,Branch
TX001170,ACC00011,2025-01-19 10:19:54.556560,Debit,2829.71,ATM
TX001171,ACC00099,2024-12-13 10:19:54.556563,Credit,4294.77,ATM
TX001172,ACC00110,2025-05-19 10:19:54.556566,Debit,596.2,Online
TX001173,ACC00074,2024-12-02 10:19:54.556569,Debit,3930.48,POS
TX001174,ACC00009,2025-05-24 10:19:54.556572,Credit,3370.85,POS
TX001175,ACC00003,2024-09-11 10:19:54.556575,Debit,583.9,Branch
TX001176,ACC00085,2025-07-09 10:19:54.556578,Debit,3477.16,Branch
TX001177,ACC00026,2025-04-03 10:19:54.556582,Credit,2213.32,Branch
TX001178,ACC00072,2024-07-17 10:19:54.556585,Credit,4725.47,Branch
TX001179,ACC00048,2024-12-07 10:19:54.556588,Debit,716.64,ATM
TX001180,ACC00117,2025-02-06 10:19:54.556592,Debit,3217.74,ATM
TX001181,ACC00012,2025-05-03 10:19:54.556593,Credit,1916.08,POS
TX001182,ACC00133,2025-01-12 10:19:54.556595,Debit,4784.51,ATM
TX001183,ACC00048,2024-09-21 10:19:54.556596,Debit,1656.57,POS
TX001184,ACC00037,2024-12-28 10:19:54.556598,Credit,4811.31,POS
TX001185,ACC00044,2024-12-02 10:19:54.556600,Credit,4508.41,POS
TX001186,ACC00015,2025-06-03 10:19:54.556601,Credit,1359.21,POS
TX001187,ACC00043,2025-06-15 10:19:54.556603,Credit,4019.67,Online
TX001188,ACC00087,2024-08-20 10:19:54.556604,Credit,4978.06,POS
TX001189,ACC00070,2025-02-18 10:19:54.556606,Credit,1270.79,ATM
TX001190,ACC00046,2024-08-22 10:19:54.556608,Debit,2189.52,ATM
TX001191,ACC00108,2024-09-25 10:19:54.556610,Debit,2605.7,ATM
TX001192,ACC00123,2024-09-27 10:19:54.556611,Credit,1481.71,ATM
TX001193,ACC00021,2024-08-13 10:19:54.556613,Credit,86.17,Online
TX001194,ACC00107,2024-11-12 10:19:54.556615,Debit,1108.44,Branch
TX001195,ACC00080,2024-12-25 10:19:54.556616,Debit,1416.87,Branch
TX001196,ACC00047,2025-01-28 10:19:54.556618,Debit,2223.56,POS
TX001197,ACC00117,2025-06-15 10:19:54.556619,Credit,863.8,POS
TX001198,ACC00124,2025-04-03 10:19:54.556621,Credit,4367.54,ATM
TX001199,ACC00143,2024-11-17 10:19:54.556623,Debit,3527.51,ATM
TX001200,ACC00025,2025-04-22 10:19:54.556624,Credit,435.15,Branch
TX001201,ACC00036,2024-11-02 10:19:54.556626,Credit,3253.96,Branch
TX001202,ACC00051,2024-10-11 10:19:54.556628,Credit,3271.75,ATM
TX001203,ACC00015,2025-02-27 10:19:54.556631,Debit,4781.54,POS
TX001204,ACC00068,2025-04-14 10:19:54.556634,Debit,25.07,Online
TX001205,ACC00021,2025-01-01 10:19:54.556637,Credit,1247.18,Online
TX001206,ACC00141,2024-10-06 10:19:54.556640,Credit,4639.68,Branch
TX001207,ACC00019,2024-11-03 10:19:54.556643,Credit,4661.35,Branch
TX001208,ACC00034,2024-09-08 10:19:54.556646,Credit,3605.73,Branch
TX001209,ACC00078,2025-04-29 10:19:54.556649,Credit,3831.16,Online
TX001210,ACC00125,2025-03-04 10:19:54.556652,Debit,466.5,Online
TX001211,ACC00117,2025-06-19 10:19:54.556656,Credit,2574.24,ATM
TX001212,ACC00052,2025-07-08 10:19:54.556659,Credit,1165.6,POS
TX001213,ACC00027,2025-05-13 10:19:54.556661,Credit,914.28,Branch
TX001214,ACC00035,2025-01-09 10:19:54.556662,Debit,4053.41,ATM
TX001215,ACC00136,2025-06-28 10:19:54.556664,Debit,683.84,Online
TX001216,ACC00144,2024-09-20 10:19:54.556665,Credit,2348.57,ATM
TX001217,ACC00106,2024-12-15 10:19:54.556667,Debit,4693.51,Online
TX001218,ACC00146,2024-08-15 10:19:54.556669,Debit,937.3,POS
TX001219,ACC00002,2025-05-22 10:19:54.556670,Debit,4890.19,Online
TX001220,ACC00077,2024-09-17 10:19:54.556672,Debit,4971.5,ATM
TX001221,ACC00132,2025-07-15 10:19:54.556674,Debit,2782.53,POS
TX001222,ACC00090,2025-04-07 10:19:54.556675,Debit,859.01,Online
TX001223,ACC00089,2025-03-27 10:19:54.556677,Credit,1587.36,Branch
TX001224,ACC00094,2025-06-21 10:19:54.556678,Debit,2128.22,Online
TX001225,ACC00007,2025-04-12 10:19:54.556680,Debit,1553.53,POS
TX001226,ACC00095,2025-01-22 10:19:54.556682,Credit,1410.37,ATM
TX001227,ACC00108,2025-01-28 10:19:54.556683,Credit,4861.43,POS
TX001228,ACC00074,2025-04-22 10:19:54.556685,Credit,775.29,ATM
TX001229,ACC00039,2024-10-02 10:19:54.556686,Credit,3669.31,Online
TX001230,ACC00141,2025-06-28 10:19:54.556688,Debit,12.05,Online
TX001231,ACC00071,2025-07-06 10:19:54.556689,Debit,2984.95,POS
TX001232,ACC00056,2025-05-11 10:19:54.556691,Debit,4580.56,Branch
TX001233,ACC00042,2024-09-24 10:19:54.556693,Debit,1446.79,Online
TX001234,ACC00036,2025-05-21 10:19:54.556694,Credit,935.77,Branch
TX001235,ACC00084,2025-03-06 10:19:54.556697,Debit,3261.88,Branch
TX001236,ACC00118,2025-07-11 10:19:54.556698,Debit,3565.88,POS
TX001237,ACC00007,2025-04-09 10:19:54.556700,Credit,3443.27,Online
TX001238,ACC00054,2025-01-24 10:19:54.556701,Debit,1603.39,Branch
TX001239,ACC00129,2024-08-11 10:19:54.556703,Debit,1268.49,Online
TX001240,ACC00120,2025-01-08 10:19:54.556705,Debit,4780.03,ATM
TX001241,ACC00106,2024-09-14 10:19:54.556706,Debit,4617.26,Branch
TX001242,ACC00047,2024-11-22 10:19:54.556708,Credit,2292.01,POS
TX001243,ACC00123,2025-05-15 10:19:54.556709,Credit,4232.51,POS
TX001244,ACC00141,2025-03-25 10:19:54.556711,Credit,2267.09,Branch
TX001245,ACC00119,2025-05-10 10:19:54.556713,Credit,2127.7,Online
TX001246,ACC00150,2025-03-04 10:19:54.556719,Credit,792.25,ATM
TX001247,ACC00118,2025-06-23 10:19:54.556721,Debit,2137.77,ATM
TX001248,ACC00021,2025-03-28 10:19:54.556723,Debit,2691.71,POS
TX001249,ACC00137,2024-08-26 10:19:54.556725,Credit,122.3,POS
TX001250,ACC00026,2025-04-07 10:19:54.556727,Credit,2226.12,Online
TX001251,ACC00009,2025-03-12 10:19:54.556728,Credit,3908.97,POS
TX001252,ACC00015,2025-05-18 10:19:54.556730,Debit,3403.43,Online
TX001253,ACC00010,2025-05-20 10:19:54.556731,Credit,3179.43,Branch
TX001254,ACC00122,2024-12-03 10:19:54.556733,Debit,4548.68,ATM
TX001255,ACC00121,2024-08-12 10:19:54.556734,Debit,99.98,Branch
TX001256,ACC00125,2025-04-19 10:19:54.556736,Debit,2789.67,POS
TX001257,ACC00072,2024-11-21 10:19:54.556738,Debit,3938.87,ATM
TX001258,ACC00049,2025-01-23 10:19:54.556739,Credit,2711.26,ATM
TX001259,ACC00091,2024-12-15 10:19:54.556741,Debit,1626.24,Branch
TX001260,ACC00037,2024-12-18 10:19:54.556742,Debit,689.89,Online
TX001261,ACC00068,2024-10-13 10:19:54.556744,Credit,4438.94,ATM
TX001262,ACC00050,2025-01-28 10:19:54.556746,Debit,2359.1,Online
TX001263,ACC00019,2024-11-26 10:19:54.556747,Debit,4391.79,Branch
TX001264,ACC00100,2025-05-17 10:19:54.556749,Debit,2933.4,Branch
TX001265,ACC00060,2025-05-25 10:19:54.556750,Credit,3374.22,Online
TX001266,ACC00089,2025-02-06 10:19:54.556752,Debit,4023.26,Branch
TX001267,ACC00146,2025-01-14 10:19:54.556754,Debit,3299.19,ATM
TX001268,ACC00147,2025-01-18 10:19:54.556755,Credit,1996.29,Branch
TX001269,ACC00069,2024-11-21 10:19:54.556757,Credit,2573.03,Branch
TX001270,ACC00049,2024-09-20 10:19:54.556759,Debit,4017.2,ATM
TX001271,ACC00108,2025-06-17 10:19:54.556760,Debit,1874.51,Online
TX001272,ACC00119,2024-12-01 10:19:54.556762,Credit,1946.73,Branch
TX001273,ACC00149,2024-09-19 10:19:54.556764,Debit,487.49,Online
TX001274,ACC00150,2025-05-24 10:19:54.556765,Credit,4573.78,ATM
TX001275,ACC00037,2025-02-22 10:19:54.556767,Debit,464.27,Online
TX001276,ACC00143,2025-03-31 10:19:54.556769,Credit,3244.56,Online
TX001277,ACC00011,2024-07-20 10:19:54.556770,Debit,2071.84,POS
TX001278,ACC00138,2025-03-21 10:19:54.556772,Credit,2034.04,POS
TX001279,ACC00078,2024-08-10 10:19:54.556773,Credit,3400.96,Branch
TX001280,ACC00077,2025-01-25 10:19:54.556775,Credit,344.8,POS
TX001281,ACC00002,2024-12-01 10:19:54.556777,Credit,2972.59,POS
TX001282,ACC00064,2025-03-25 10:19:54.556778,Credit,3862.44,POS
TX001283,ACC00035,2025-01-31 10:19:54.556780,Debit,4142.78,Online
TX001284,ACC00007,2025-06-14 10:19:54.556782,Debit,860.95,Online
TX001285,ACC00085,2025-03-28 10:19:54.556783,Credit,4488.12,POS
TX001286,ACC00146,2024-08-05 10:19:54.556785,Debit,3284.17,ATM
TX001287,ACC00067,2024-08-09 10:19:54.556786,Debit,4410.46,POS
TX001288,ACC00042,2025-07-02 10:19:54.556788,Debit,2431.55,ATM
TX001289,ACC00118,2025-02-07 10:19:54.556790,Debit,2714.75,Online
TX001290,ACC00125,2025-01-12 10:19:54.556792,Debit,4596.0,ATM
TX001291,ACC00024,2024-12-16 10:19:54.556793,Debit,4500.55,Online
TX001292,ACC00046,2025-01-12 10:19:54.556795,Credit,2246.32,ATM
TX001293,ACC00019,2025-03-15 10:19:54.556796,Debit,1379.32,Online
TX001294,ACC00068,2025-06-14 10:19:54.556798,Debit,1971.92,Online
TX001295,ACC00102,2024-07-23 10:19:54.556800,Debit,1944.94,POS
TX001296,ACC00042,2024-07-19 10:19:54.556801,Credit,1441.47,Branch
TX001297,ACC00032,2024-09-07 10:19:54.556803,Debit,1350.21,Branch
TX001298,ACC00109,2025-02-13 10:19:54.556805,Debit,4306.7,Online
TX001299,ACC00036,2024-11-19 10:19:54.556807,Debit,358.61,POS
TX001300,ACC00097,2025-04-07 10:19:54.556808,Credit,3391.28,Branch
TX001301,ACC00131,2024-11-14 10:19:54.556810,Debit,872.37,Branch
TX001302,ACC00073,2025-05-20 10:19:54.556811,Credit,1729.08,POS
TX001303,ACC00136,2025-06-17 10:19:54.556813,Debit,317.1,POS
TX001304,ACC00097,2025-04-10 10:19:54.556814,Credit,1357.17,Branch
TX001305,ACC00123,2025-06-27 10:19:54.556816,Credit,3844.42,Branch
TX001306,ACC00070,2025-04-09 10:19:54.556817,Credit,4426.23,ATM
TX001307,ACC00013,2024-12-22 10:19:54.556819,Debit,1115.42,ATM
TX001308,ACC00049,2025-03-20 10:19:54.556821,Credit,2323.1,Online
TX001309,ACC00060,2024-09-26 10:19:54.556822,Credit,2356.92,Branch
TX001310,ACC00130,2025-07-06 10:19:54.556824,Credit,4369.14,POS
TX001311,ACC00005,2025-02-01 10:19:54.556826,Credit,3816.37,POS
TX001312,ACC00027,2024-08-01 10:19:54.556827,Debit,2570.26,Branch
TX001313,ACC00149,2024-12-09 10:19:54.556829,Debit,3357.03,Online
TX001314,ACC00008,2024-08-09 10:19:54.556831,Debit,4238.3,POS
TX001315,ACC00050,2024-09-06 10:19:54.556833,Debit,57.6,Branch
TX001316,ACC00067,2024-10-08 10:19:54.556834,Credit,2020.42,Branch
TX001317,ACC00044,2024-12-10 10:19:54.556836,Debit,4537.14,Online
TX001318,ACC00125,2024-07-23 10:19:54.556838,Credit,3704.16,Branch
TX001319,ACC00058,2024-09-18 10:19:54.556840,Debit,2718.78,POS
TX001320,ACC00003,2025-02-24 10:19:54.556842,Debit,2652.93,ATM
TX001321,ACC00086,2024-11-06 10:19:54.556843,Debit,1745.37,Online
TX001322,ACC00070,2025-01-13 10:19:54.556845,Credit,2607.4,Branch
TX001323,ACC00130,2025-03-10 10:19:54.556846,Debit,3280.36,Online
TX001324,ACC00002,2024-12-21 10:19:54.556848,Debit,2097.63,Branch
TX001325,ACC00102,2024-11-07 10:19:54.556850,Debit,3573.62,ATM
TX001326,ACC00035,2024-11-15 10:19:54.556851,Credit,4307.55,Online
TX001327,ACC00098,2025-01-17 10:19:54.556853,Debit,781.88,Branch
TX001328,ACC00030,2024-10-05 10:19:54.556854,Debit,2263.22,ATM
TX001329,ACC00116,2025-07-13 10:19:54.556856,Credit,2046.02,POS
TX001330,ACC00008,2025-01-17 10:19:54.556858,Credit,3440.45,Branch
TX001331,ACC00150,2025-05-14 10:19:54.556859,Debit,1256.84,ATM
TX001332,ACC00044,2024-10-19 10:19:54.556861,Debit,3204.85,ATM
TX001333,ACC00036,2025-01-02 10:19:54.556863,Debit,4388.67,Online
TX001334,ACC00077,2025-04-16 10:19:54.556864,Credit,2096.48,Branch
TX001335,ACC00031,2024-11-19 10:19:54.556866,Credit,4555.97,POS
TX001336,ACC00047,2025-04-01 10:19:54.556868,Credit,4965.89,Branch
TX001337,ACC00055,2025-04-12 10:19:54.556869,Debit,539.4,ATM
TX001338,ACC00106,2025-03-04 10:19:54.556871,Credit,1172.94,POS
TX001339,ACC00121,2025-07-02 10:19:54.556872,Debit,4752.39,ATM
TX001340,ACC00055,2025-07-08 10:19:54.556874,Credit,4792.06,Online
TX001341,ACC00144,2024-10-18 10:19:54.556875,Credit,497.56,Branch
TX001342,ACC00012,2024-08-15 10:19:54.556877,Credit,84.84,ATM
TX001343,ACC00145,2024-12-05 10:19:54.556879,Debit,813.89,ATM
TX001344,ACC00144,2024-12-10 10:19:54.556880,Debit,4980.1,Branch
TX001345,ACC00140,2024-10-09 10:19:54.556882,Debit,908.2,POS
TX001346,ACC00136,2025-04-22 10:19:54.556883,Debit,2517.71,ATM
TX001347,ACC00003,2025-05-17 10:19:54.556885,Credit,4243.6,Branch
TX001348,ACC00144,2024-10-14 10:19:54.556887,Debit,111.8,Online
TX001349,ACC00030,2024-10-26 10:19:54.556888,Credit,3026.4,Online
TX001350,ACC00023,2024-09-07 10:19:54.556890,Debit,1392.36,Branch
TX001351,ACC00092,2024-10-16 10:19:54.556891,Debit,4313.05,ATM
TX001352,ACC00115,2024-11-01 10:19:54.556893,Credit,1424.47,Branch
TX001353,ACC00104,2024-08-13 10:19:54.556895,Credit,3436.91,Branch
TX001354,ACC00118,2025-05-24 10:19:54.556896,Debit,3374.36,ATM
TX001355,ACC00005,2024-10-01 10:19:54.556898,Debit,1115.25,POS
TX001356,ACC00104,2024-11-10 10:19:54.556900,Credit,183.65,POS
TX001357,ACC00108,2025-02-26 10:19:54.556901,Credit,2052.16,Online
TX001358,ACC00065,2024-11-25 10:19:54.556903,Credit,1453.07,POS
TX001359,ACC00121,2024-10-02 10:19:54.556904,Credit,4046.8,Branch
TX001360,ACC00030,2025-05-31 10:19:54.556906,Credit,4003.82,ATM
TX001361,ACC00149,2025-04-04 10:19:54.556908,Debit,2290.55,Online
TX001362,ACC00084,2024-08-22 10:19:54.556910,Debit,3036.5,POS
TX001363,ACC00150,2025-07-08 10:19:54.556911,Debit,3025.25,Branch
TX001364,ACC00032,2024-09-09 10:19:54.556913,Debit,4137.52,Online
TX001365,ACC00016,2024-12-04 10:19:54.556914,Credit,2130.76,ATM
TX001366,ACC00038,2025-01-25 10:19:54.556916,Credit,1384.48,POS
TX001367,ACC00142,2024-07-21 10:19:54.556918,Credit,1332.52,Branch
TX001368,ACC00036,2025-05-26 10:19:54.556919,Debit,2685.6,ATM
TX001369,ACC00114,2024-11-04 10:19:54.556921,Credit,2251.25,Branch
TX001370,ACC00066,2025-04-15 10:19:54.556923,Credit,2206.2,Branch
TX001371,ACC00105,2024-12-04 10:19:54.556924,Debit,464.78,Branch
TX001372,ACC00085,2025-02-22 10:19:54.556926,Debit,3595.83,ATM
TX001373,ACC00002,2025-02-14 10:19:54.556927,Debit,1076.55,Online
TX001374,ACC00075,2025-03-18 10:19:54.556929,Credit,992.8,Branch
TX001375,ACC00067,2025-02-14 10:19:54.556930,Credit,2069.66,Online
TX001376,ACC00055,2025-04-10 10:19:54.556932,Debit,1146.61,Online
TX001377,ACC00006,2025-04-05 10:19:54.556933,Debit,2923.45,POS
TX001378,ACC00150,2024-09-28 10:19:54.556935,Credit,1863.6,POS
TX001379,ACC00143,2025-01-01 10:19:54.556937,Debit,2250.07,Online
TX001380,ACC00086,2024-09-15 10:19:54.556938,Credit,2690.47,POS
TX001381,ACC00060,2025-02-23 10:19:54.556940,Debit,1025.64,POS
TX001382,ACC00101,2025-03-18 10:19:54.556942,Debit,787.2,Online
TX001383,ACC00012,2024-07-24 10:19:54.556943,Debit,4403.31,ATM
TX001384,ACC00049,2024-12-15 10:19:54.556945,Credit,2174.28,POS
TX001385,ACC00042,2025-03-20 10:19:54.556947,Credit,2066.35,POS
TX001386,ACC00082,2024-11-07 10:19:54.556949,Debit,187.7,ATM
TX001387,ACC00035,2025-03-25 10:19:54.556950,Credit,2494.9,ATM
TX001388,ACC00134,2025-05-12 10:19:54.557064,Debit,2775.31,ATM
TX001389,ACC00067,2024-07-29 10:19:54.557070,Debit,2798.62,Online
TX001390,ACC00080,2025-05-22 10:19:54.557072,Credit,3538.09,ATM
TX001391,ACC00007,2025-06-22 10:19:54.557073,Credit,895.63,Online
TX001392,ACC00014,2024-07-26 10:19:54.557075,Credit,1268.59,Branch
TX001393,ACC00073,2024-09-08 10:19:54.557076,Credit,4055.55,Branch
TX001394,ACC00143,2024-10-07 10:19:54.557078,Debit,4736.38,ATM
TX001395,ACC00149,2024-09-21 10:19:54.557080,Credit,688.3,ATM
TX001396,ACC00066,2025-05-09 10:19:54.557081,Credit,2493.27,Branch
TX001397,ACC00091,2024-08-07 10:19:54.557083,Debit,1078.74,Online
TX001398,ACC00130,2024-08-22 10:19:54.557084,Debit,309.77,Online
TX001399,ACC00020,2024-10-16 10:19:54.557086,Debit,1634.26,ATM
TX001400,ACC00010,2024-09-19 10:19:54.557088,Debit,727.0,ATM
TX001401,ACC00025,2025-05-30 10:19:54.557089,Credit,3552.57,ATM
TX001402,ACC00025,2025-05-12 10:19:54.557091,Credit,2673.29,Branch
TX001403,ACC00054,2024-07-27 10:19:54.557092,Debit,727.73,POS
TX001404,ACC00033,2025-07-14 10:19:54.557094,Debit,56.12,ATM
TX001405,ACC00095,2025-03-04 10:19:54.557096,Credit,4042.7,Online
TX001406,ACC00014,2024-08-23 10:19:54.557099,Credit,889.21,POS
TX001407,ACC00065,2025-04-06 10:19:54.557101,Credit,3035.02,Online
TX001408,ACC00110,2025-04-15 10:19:54.557103,Credit,1691.24,POS
TX001409,ACC00080,2025-02-09 10:19:54.557104,Credit,2931.57,Branch
TX001410,ACC00054,2025-06-14 10:19:54.557107,Debit,1585.11,POS
TX001411,ACC00125,2024-08-24 10:19:54.557109,Debit,443.83,Online
TX001412,ACC00131,2025-01-16 10:19:54.557111,Debit,1122.52,POS
TX001413,ACC00134,2024-11-16 10:19:54.557112,Debit,948.41,Branch
TX001414,ACC00025,2025-04-18 10:19:54.557114,Credit,2145.82,Online
TX001415,ACC00141,2024-11-07 10:19:54.557115,Debit,3294.84,ATM
TX001416,ACC00117,2025-02-12 10:19:54.557117,Credit,1326.39,POS
TX001417,ACC00136,2025-04-03 10:19:54.557119,Credit,70.23,Online
TX001418,ACC00149,2024-10-08 10:19:54.557120,Credit,2599.5,POS
TX001419,ACC00025,2025-02-05 10:19:54.557122,Credit,3032.74,Branch
TX001420,ACC00079,2024-08-27 10:19:54.557124,Credit,4814.72,Online
TX001421,ACC00068,2024-12-18 10:19:54.557125,Credit,2951.46,ATM
TX001422,ACC00012,2025-01-18 10:19:54.557127,Credit,2361.15,ATM
TX001423,ACC00032,2024-07-27 10:19:54.557130,Debit,2871.27,POS
TX001424,ACC00128,2024-12-02 10:19:54.557133,Credit,4640.22,Branch
TX001425,ACC00096,2024-11-06 10:19:54.557136,Debit,4143.61,Branch
TX001426,ACC00092,2024-09-25 10:19:54.557139,Debit,1621.66,POS
TX001427,ACC00141,2024-11-28 10:19:54.557142,Credit,1193.9,Online
TX001428,ACC00031,2025-03-04 10:19:54.557145,Credit,1320.54,Online
TX001429,ACC00078,2024-08-28 10:19:54.557148,Debit,2527.06,POS
TX001430,ACC00020,2025-04-08 10:19:54.557151,Debit,3722.81,Online
